TimeGenerated,Id,UserPrincipalName,Identity,IPAddress,AppDisplayName,ResourceDisplayName,ClientAppUsed,ConditionalAccessStatus,Status,DeviceDetail,LocationDetails,AuthenticationRequirement,CorrelationId,HomeTenantId,HomeTenantName,IncomingTokenType,IsInteractive,OriginalRequestId,ServicePrincipalId,ServicePrincipalName,UserAgent,AuthenticationDetails,NetworkLocationDetails
2026-05-15T15:53:31Z,b8ee8f21-f71f-4369-a19e-527fdf64e95b,selah.ng@field.example.net,Selah Ng,198.51.100.46,GitHub Enterprise SSO,Azure Resource Manager,Mobile Apps and Desktop clients,failure,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA completed""}","{""deviceId"": ""f2175beb-381b-4d1f-9b63-ec1a7fe86268"", ""displayName"": ""VDI-CALL-0902"", ""operatingSystem"": ""Android 15"", ""browser"": ""Edge 125.0.2535.67""}","{""city"": ""Phoenix"", ""state"": ""AZ"", ""countryOrRegion"": ""US""}",multiFactorAuthentication,e88cc0f1-55b4-4690-af7c-be505fef4e0e,d2f97b58-d925-4a3a-afae-6b7af3515150,Northstar Research Group,none,true,3b36c2e4-27c8-46c0-a0fc-ab1f62545794,94e86699-1694-4911-a73d-43c211a3ccee,Northstar Claims Portal,AzureAuth/1.0 broker,"[{""authenticationMethod"": ""FIDO2 security key"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T15:53:31Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""Vendor-SASE""]}]"
2026-05-15T15:54:08Z,243399a3-3856-4f22-9528-7697f9600f58,seren.cho@keystone.example.org,Seren Cho,10.44.18.38,Microsoft Teams,Azure Resource Manager,Browser,notApplied,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA completed""}","{""deviceId"": ""166a8891-19ed-47c8-a2ac-9bb93369acf0"", ""displayName"": ""SRV-ASTER-01"", ""operatingSystem"": ""Android 15"", ""browser"": ""Edge 125.0.2535.67""}","{""city"": ""Phoenix"", ""state"": ""IL"", ""countryOrRegion"": ""US""}",multiFactorAuthentication,c362c2e8-09fe-4396-92c0-7531ef1d10e9,5e5db223-b449-48b8-a143-6d19c3069e41,Northstar Research Group,primary refresh token,true,a841c937-4659-4731-9380-02015a0d7888,f3f739a7-5840-476a-bd49-bc8d4c2c5f2e,Northstar Claims Portal,AzureAuth/1.0 broker,"[{""authenticationMethod"": ""Password"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T15:54:08Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""HQ-VPN""]}]"
2026-05-15T15:54:45Z,e6d49a03-ca3c-4198-8643-c6697803e025,naomi.rivera@northstar.example,Naomi Rivera,172.22.9.45,Microsoft Intune Enrollment,Azure Resource Manager,Exchange ActiveSync,notApplied,"{""errorCode"": 50074, ""failureReason"": ""Strong authentication is required."", ""additionalDetails"": ""MFA required""}","{""deviceId"": ""bb1a613a-4d70-4ada-bcbf-b92318aaf4a9"", ""displayName"": ""gw-cobalt-02"", ""operatingSystem"": ""Windows 11"", ""browser"": ""Chrome 126.0.0.0""}","{""city"": ""Indianapolis"", ""state"": ""OH"", ""countryOrRegion"": ""US""}",singleFactorAuthentication,2af65f0c-103b-42c8-baec-daaa59a59d59,2dd8c720-4af2-4adb-ae0c-880000e377bb,Northstar Research Group,none,false,2c6b2943-2988-4c18-bfc1-25858ca983ec,738403e4-9adc-48c5-b97b-3fff867b5cf0,Microsoft Office,Outlook-iOS/4.2405.0,"[{""authenticationMethod"": ""Password"", ""succeeded"": false, ""authenticationStepDateTime"": ""2026-05-15T15:54:45Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""HQ-VPN""]}]"
2026-05-15T15:55:22Z,1b8c1cf0-98a9-4a34-9bd0-fb6b0ab16d1c,eliot.park@field.example.net,Eliot Park,192.168.66.28,Azure Portal,SharePoint Online,Mobile Apps and Desktop clients,failure,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA completed""}","{""deviceId"": ""f2638cc3-e0ea-4dde-b4a2-259c51addd58"", ""displayName"": ""api-ember-09"", ""operatingSystem"": ""macOS 15.4"", ""browser"": ""Chrome 126.0.0.0""}","{""city"": ""Columbus"", ""state"": ""AZ"", ""countryOrRegion"": ""US""}",singleFactorAuthentication,6ace941b-f747-494d-96f3-86d967ff3da3,ee87922b-ee13-4b4d-b9e7-6a1809f52783,Northstar Research Group,none,true,d9d6127f-48c3-479b-ab9c-126d315cfc81,94fff423-0811-455d-b1a3-a08603ab8b27,Microsoft Office,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"[{""authenticationMethod"": ""FIDO2 security key"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T15:55:22Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""Vendor-SASE""]}]"
2026-05-15T15:55:59Z,57701e02-2006-4d45-9ee6-32bb5ece7296,marco.silva@keystone.example.org,Marco Silva,172.22.9.26,Microsoft Teams,Northstar Claims API,Browser,success,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA completed""}","{""deviceId"": ""481feabf-5696-4520-96e7-275c8b6883a6"", ""displayName"": ""worker-orchid-03"", ""operatingSystem"": ""macOS 15.4"", ""browser"": ""Mobile Safari 18.5""}","{""city"": ""Chicago"", ""state"": ""OH"", ""countryOrRegion"": ""US""}",singleFactorAuthentication,aef5dbdd-414f-407a-a7c7-245a12cc4877,ca55eacd-53b9-4859-8789-15c1035c46bc,Northstar Research Group,primary refresh token,true,6dde2a19-d2fb-4650-826c-bb74738eb725,abbb8c8b-affc-45ed-8345-5f5047a14e9d,GitHub Enterprise,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"[{""authenticationMethod"": ""Password"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T15:55:59Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""HQ-VPN""]}]"
2026-05-15T15:56:36Z,c9890b2a-16b6-4494-8d8f-1fcf2aef4b5d,rhea.maddox@northstar.example,Rhea Maddox,198.51.100.36,Office 365 Exchange Online,Microsoft Graph,Other clients,success,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA required""}","{""deviceId"": ""4d156190-fd45-4896-b5f1-690ccecff19b"", ""displayName"": ""db-onyx-03"", ""operatingSystem"": ""iOS 18.5"", ""browser"": ""Edge 125.0.2535.67""}","{""city"": ""Indianapolis"", ""state"": ""IL"", ""countryOrRegion"": ""US""}",singleFactorAuthentication,66ad2487-0681-4041-88c4-8f427c899002,2aa23eab-a4b9-42b1-bb25-041c69795761,Northstar Research Group,saml assertion,true,e8758749-4cde-4131-9ff5-d36ca2a77329,51224c4f-e4c2-49ef-9723-8bb91f62449c,Northstar Claims Portal,Outlook-iOS/4.2405.0,"[{""authenticationMethod"": ""Microsoft Authenticator notification"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T15:56:36Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""HQ-VPN""]}]"
2026-05-15T15:57:13Z,4a3834bd-01d4-410b-8b8f-d6ea6c48a13b,cal.derosa@field.example.net,Cal DeRosa,10.44.18.58,Northstar Claims Portal,SharePoint Online,Other clients,notApplied,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA completed""}","{""deviceId"": ""a8253032-b4f4-4155-b9b1-9a6b7f850423"", ""displayName"": ""DESKTOP-LAB-4421"", ""operatingSystem"": ""Windows 11"", ""browser"": ""Mobile Safari 18.5""}","{""city"": ""Phoenix"", ""state"": ""IN"", ""countryOrRegion"": ""US""}",multiFactorAuthentication,a7ebb1ec-d763-4fb4-8307-a2f369646a42,8f16f1c5-9ad9-42dc-931a-78a4623e2b8d,Northstar Research Group,saml assertion,false,4797002c-41d8-4558-ad16-4d0cba4d4e4a,ca68bf64-0010-445e-9db6-f99433daec5f,Northstar Claims Portal,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"[{""authenticationMethod"": ""FIDO2 security key"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T15:57:13Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""Vendor-SASE""]}]"
2026-05-15T15:57:50Z,9f6d400e-07d3-4350-8a32-e0a9b0ec0655,quinn.rosales@keystone.example.org,Quinn Rosales,172.22.9.33,Office 365 Exchange Online,Microsoft Graph,Exchange ActiveSync,failure,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA completed""}","{""deviceId"": ""6feeb8d6-f24d-445d-b20c-59c12f468f8c"", ""displayName"": ""LAPTOP-FIELD-1188"", ""operatingSystem"": ""macOS 15.4"", ""browser"": ""Chrome 126.0.0.0""}","{""city"": ""Indianapolis"", ""state"": ""OH"", ""countryOrRegion"": ""US""}",singleFactorAuthentication,d5d0d594-0917-43ff-ae37-cebddcd48adc,03f4969e-3142-4ea9-9786-097d72e4e350,Northstar Research Group,none,true,9629fbfa-36b7-4c25-8ced-feecebc0f659,816d0a1d-258c-4128-bcf3-112ac7d638e6,Northstar Claims Portal,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"[{""authenticationMethod"": ""Password"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T15:57:50Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""HQ-VPN""]}]"
2026-05-15T15:58:27Z,6ebaf1e4-f12f-4d44-bb64-32ff9f1b0138,veda.morris@northstar.example,Veda Morris,192.168.66.24,Office 365 Exchange Online,Azure Resource Manager,Mobile Apps and Desktop clients,notApplied,"{""errorCode"": 50074, ""failureReason"": ""Strong authentication is required."", ""additionalDetails"": ""MFA required""}","{""deviceId"": ""9cbc4d5f-c3be-465d-ad2a-630766b1b562"", ""displayName"": ""LT-RIVER-7742"", ""operatingSystem"": ""Windows 11"", ""browser"": ""Mobile Safari 18.5""}","{""city"": ""Phoenix"", ""state"": ""OH"", ""countryOrRegion"": ""US""}",singleFactorAuthentication,d3f59086-30fb-4ce8-9380-683b037e5052,a9d15836-512c-4619-8b6e-17bb8bb9b084,Northstar Research Group,saml assertion,true,42e69636-d44a-4af6-8666-f595089ab549,6e19fe8d-7c10-407b-8718-b20c6cf060b7,GitHub Enterprise,AzureAuth/1.0 broker,"[{""authenticationMethod"": ""FIDO2 security key"", ""succeeded"": false, ""authenticationStepDateTime"": ""2026-05-15T15:58:27Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""HQ-VPN""]}]"
2026-05-15T15:59:04Z,010d4bbd-2d9f-41ae-8c6c-be713de65d1c,tomas.aker@field.example.net,Tomas Aker,192.168.66.26,Microsoft Intune Enrollment,Microsoft Graph,Browser,failure,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA completed""}","{""deviceId"": ""119f9680-b163-4751-aeef-7e4ddc5d44a6"", ""displayName"": ""VDI-CALL-0902"", ""operatingSystem"": ""macOS 15.4"", ""browser"": ""Edge 125.0.2535.67""}","{""city"": ""Phoenix"", ""state"": ""OH"", ""countryOrRegion"": ""US""}",multiFactorAuthentication,0156a9f1-0c05-43f3-90e2-deb2fa8b9a32,aef2c055-7c9c-48eb-a56a-508f1d6a5073,Northstar Research Group,saml assertion,true,368e91af-51f6-4916-a8ed-0339563215f9,bdc6acee-5a27-46cf-84a2-aeb52a456e6e,Microsoft Office,AzureAuth/1.0 broker,"[{""authenticationMethod"": ""FIDO2 security key"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T15:59:04Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""HQ-VPN""]}]"
2026-05-15T15:59:41Z,4e346736-c936-43bf-b576-6f7001c1c9be,iris.monte@keystone.example.org,Iris Monte,203.0.113.69,Microsoft Intune Enrollment,SharePoint Online,Browser,notApplied,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA completed""}","{""deviceId"": ""82926945-a606-435c-8e37-6e08930a6d49"", ""displayName"": ""SRV-ASTER-01"", ""operatingSystem"": ""Windows 11"", ""browser"": ""Mobile Safari 18.5""}","{""city"": ""Chicago"", ""state"": ""OH"", ""countryOrRegion"": ""US""}",multiFactorAuthentication,f26aee7a-00cd-4e8c-ac99-8aafe619615d,c56644aa-a303-48c1-b91c-94bd9e36421e,Northstar Research Group,primary refresh token,false,4a2369d4-2df1-4ebe-9c27-01fcb269d649,c09a69d8-d068-42ec-9652-d33fbca9be26,GitHub Enterprise,AzureAuth/1.0 broker,"[{""authenticationMethod"": ""FIDO2 security key"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T15:59:41Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""Vendor-SASE""]}]"
2026-05-15T16:00:18Z,8237701e-ade9-4c50-8c92-a84fe137cd30,mira.vale@northstar.example,Mira Vale,192.168.66.33,Northstar Claims Portal,SharePoint Online,Browser,success,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA required""}","{""deviceId"": ""fbaabe57-fc97-4ff5-8f39-3c95914bbf17"", ""displayName"": ""gw-cobalt-02"", ""operatingSystem"": ""macOS 15.4"", ""browser"": ""Edge 125.0.2535.67""}","{""city"": ""Chicago"", ""state"": ""AZ"", ""countryOrRegion"": ""US""}",multiFactorAuthentication,10c8a2c2-dc68-44b0-a553-59e05cb3a93b,23f93258-8337-4858-8588-75b4d55a55d5,Northstar Research Group,primary refresh token,true,7b327fe0-30de-407c-91db-323216c5d8f1,69be84ff-67b7-4cd1-8ccb-043f45069bf6,Microsoft Office,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"[{""authenticationMethod"": ""FIDO2 security key"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T16:00:18Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""HQ-VPN""]}]"
2026-05-15T16:00:55Z,15619191-2ec8-410e-aa5c-22ed7ba66a6d,selah.ng@field.example.net,Selah Ng,192.168.66.21,Microsoft Teams,Microsoft Graph,Other clients,failure,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA completed""}","{""deviceId"": ""ba3181be-bd76-4e47-9991-953094d34e92"", ""displayName"": ""api-ember-09"", ""operatingSystem"": ""Android 15"", ""browser"": ""Mobile Safari 18.5""}","{""city"": ""Columbus"", ""state"": ""AZ"", ""countryOrRegion"": ""US""}",singleFactorAuthentication,4477ca32-bed4-4c1b-b089-5e68a55cb7e3,995630fe-0d0d-4772-9250-fecc5ea367a0,Northstar Research Group,primary refresh token,true,0e8daf6d-25bb-45f8-86a8-1fb5c1125aa0,1299c4da-c207-4dee-997e-56f34b41491d,Northstar Claims Portal,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"[{""authenticationMethod"": ""FIDO2 security key"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T16:00:55Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""HQ-VPN""]}]"
